2013-03-01 12
2013-03-01 6
2013-03-02 0
2013-03-02 12
2013-03-02 14
2013-03-02 7
2013-03-02 8
2013-03-02 9
2013-03-03 12
2013-03-03 13
2013-03-03 8
2013-03-03 9
2013-03-04 9
2013-03-05 10
2013-03-05 14
2013-03-07 15
2013-03-08 51
2013-03-08 87
